incident_id,timestamp,repo,file,line,error_name,error_message,top_frame,owners_top3,commit_list,slack_text
e9c51bda-8499-4273-048a-8892a3d4e5d8,2026-02-02T12:26:37Z,ichack26/broken_app,src/middleware/Logs.js,14,TypeError,"Cannot read properties of undefined (reading 'method')","src/middleware/Logs.js:14","Mason:58|Elena:28|Tariq:14","3cd4e5f:add request logs@Mason;4de5f60:handle missing req@Elena;5ef6071:reduce log noise@Tariq","Crash Reason: Logger tried to access req.method when req was undefined."
f0d62ceb-95aa-4374-159b-99a3b4e5f6e9,2026-02-02T14:09:02Z,ichack26/api_app,src/routes/Test.js,6,Error,"Test route disabled in production","src/routes/Test.js:6","Ava:45|Jonah:35|Mei:20","6f07182:add test route@Ava;718293a:guard prod mode@Jonah;8293a4b:update docs@Mei","Crash Reason: Test route called in production mode."
1a0b1c2d-0b1c-4d2e-8f10-0a1b2c3d4e5f,2026-02-03T08:33:19Z,ichack26/broken_app,src/routes/api.js,44,TypeError,"Cannot read properties of undefined (reading 'amount')","src/routes/api.js:44","Rina:78|Omar:15|Nora:7","93a4b5c:add charge endpoint@Rina;a4b5c6d:validate payload@Omar;b5c6d7e:refactor request body@Nora","Crash Reason: TypeError reading 'amount' at src/routes/api.js:44."
2b1c2d3e-1c2d-4e3f-9011-1b2c3d4e5f60,2026-02-03T09:41:05Z,ichack26/broken_app,src/services/payments.js,19,Error,"Missing amount","src/services/payments.js:19","Elijah:52|Lara:28|Sam:20","c6d7e8f:add amount guard@Elijah;d7e8f90:improve error message@Lara;e8f901a:add tests for missing amount@Sam","Crash Reason: Payments validation failed due to missing amount."
3c2d3e4f-2d3e-4f50-a122-2c3d4e5f6071,2026-02-03T11:05:43Z,ichack26/api_app,src/services/SlackService.js,33,Error,"SLACK_WEBHOOK_URL not set","src/services/SlackService.js:33","Victor:66|Grace:22|Ibrahim:12","f901a2b:add slack service@Victor;01a2b3c:env check for webhook@Grace;1a2b3c4:improve config docs@Ibrahim","Crash Reason: Missing SLACK_WEBHOOK_URL configuration."
4d3e4f50-3e4f-4051-b233-3d4e5f607182,2026-02-03T13:22:58Z,ichack26/broken_app,src/routes/chat.js,21,TypeError,"Cannot read properties of undefined (reading 'messages')","src/routes/chat.js:21","Isla:61|Caleb:24|Anya:15","2b3c4d5:add chat history@Isla;3c4d5e6:handle empty thread@Caleb;4d5e6f7:reduce payload size@Anya","Crash Reason: TypeError reading 'messages' at src/routes/chat.js:21."
5e4f5061-4f50-4162-c344-4e5f60718293,2026-02-04T07:54:12Z,ichack26/broken_app,src/routes/GitHub.js,41,Error,"GitHub rate limit exceeded","src/routes/GitHub.js:41","Harper:40|Yosef:35|Sana:25","5e6f708:add github client@Harper;6f70819:backoff on 403@Yosef;708192a:add retry headers@Sana","Crash Reason: GitHub rate limit exceeded during commit fetch."
6f506172-5061-4273-d455-5f607182a3a4,2026-02-04T09:16:30Z,ichack26/api_app,src/controllers/IncidentController.js,58,Error,"Unable to resolve file path from stack trace","src/controllers/IncidentController.js:58","Dina:64|Pavel:21|Ruth:15","8192a3b:add stack parser@Dina;92a3b4c:windows path support@Pavel;a3b4c5d:normalize src prefix@Ruth","Crash Reason: Stack trace parser could not extract file path."
7a617283-6172-4384-e566-60718293b4b5,2026-02-04T10:47:08Z,ichack26/broken_app,src/middleware/Logs.js,29,TypeError,"Cannot read properties of undefined (reading 'statusCode')","src/middleware/Logs.js:29","Theo:55|Mira:30|Jin:15","b4c5d6e:add finish handler@Theo;c5d6e7f:guard res undefined@Mira;d6e7f80:improve log formatting@Jin","Crash Reason: Logger accessed res.statusCode when res was undefined."
8b728394-7283-4495-f677-718293a4c5c6,2026-02-04T12:03:51Z,ichack26/broken_app,src/util/HttpError.js,12,Error,"HttpError: message required","src/util/HttpError.js:12","Pia:48|Ahmed:32|Luca:20","e7f8091:add required message@Pia;f8091a2:throw on empty msg@Ahmed;091a2b3:update caller sites@Luca","Crash Reason: HttpError missing message string."
9c8394a5-8394-45a6-0788-8293a4b5d6d7,2026-02-05T08:20:17Z,ichack26/broken_app,src/routes/api.js,52,TypeError,"Cannot read properties of undefined (reading 'headers')","src/routes/api.js:52","Evelyn:73|Hugo:17|Yara:10","1a2b3c4:add auth header read@Evelyn;2b3c4d5:handle missing headers@Hugo;3c4d5e6:refactor middleware order@Yara","Crash Reason: TypeError reading 'headers' at src/routes/api.js:52."
ad9495b6-9495-46b7-1899-93a4b5c6e7e8,2026-02-05T09:55:03Z,ichack26/api_app,src/routes/Chat.js,14,Error,"MODEL not configured","src/routes/Chat.js:14","Serena:62|Miles:23|Noor:15","4d5e6f7:add chat model route@Serena;5e6f708:config guard for model@Miles;6f70819:update README@Noor","Crash Reason: Chat model config missing."
be05a6c7-a5a6-47c8-29aa-a4b5c6d7f8f9,2026-02-05T11:11:49Z,ichack26/broken_app,src/services/GitHubService.js,91,TypeError,"Cannot read properties of undefined (reading 'files')","src/services/GitHubService.js:91","Rafael:68|Kemi:20|Arman:12","708192a:add commit details fetch@Rafael;8192a3b:handle missing files@Kemi;92a3b4c:add logging for nulls@Arman","Crash Reason: GitHub commit detail parsing failed due to missing files array."
cf16b7d8-b6b7-48d9-3abb-b5c6d7e8090a,2026-02-05T13:37:22Z,ichack26/broken_app,src/routes/GitHub.js,55,Error,"No commits returned","src/routes/GitHub.js:55","Uma:50|Drew:30|Keira:20","a3b4c5d:fetch commits by path@Uma;b4c5d6e:validate path exists@Drew;c5d6e7f:improve error output@Keira","Crash Reason: GitHub commit query returned empty results."
d027c8e9-c7c8-49ea-4bcc-c6d7e8091a1b,2026-02-06T07:08:40Z,ichack26/broken_app,src/routes/api.js,61,TypeError,"Cannot read properties of undefined (reading 'user')","src/routes/api.js:61","Ivy:79|Finn:13|Soren:8","d6e7f80:add user extraction@Ivy;e7f8091:guard missing session@Finn;f8091a2:update auth flow@Soren","Crash Reason: TypeError reading 'user' at src/routes/api.js:61."
e138d9fa-d8d9-4afb-5cdd-d7e8091a2b2c,2026-02-06T09:26:11Z,ichack26/api_app,src/services/SlackService.js,47,Error,"Slack webhook returned 404","src/services/SlackService.js:47","Jamal:57|Tessa:28|Bo:15","091a2b3:add webhook post@Jamal;1a2b3c4:log slack errors@Tessa;2b3c4d5:add retries@Bo","Crash Reason: Slack webhook post failed with 404."
f249e0ab-e9e0-4b0c-6dee-e8091a2b3c3d,2026-02-06T11:49:59Z,ichack26/broken_app,src/middleware/Logs.js,40,TypeError,"Cannot read properties of undefined (reading 'on')","src/middleware/Logs.js:40","Otis:46|Layla:34|Chen:20","3c4d5e6:attach finish listener@Otis;4d5e6f7:guard res.on@Layla;5e6f708:add unit tests@Chen","Crash Reason: Logger attempted to call res.on but res was undefined."
035af1bc-fa11-4c1d-7eff-091a2b3c4d4e,2026-02-07T08:01:13Z,ichack26/broken_app,src/routes/chat.js,33,Error,"Prompt too long","src/routes/chat.js:33","Niko:62|Leah:21|Farah:17","6f70819:add prompt limiter@Niko;708192a:truncate context@Leah;8192a3b:improve prompt builder@Farah","Crash Reason: Chat prompt exceeded allowed length."
146b02cd-0b22-4d2e-8f10-1a2b3c4d5e5f,2026-02-07T09:34:52Z,ichack26/broken_app,src/services/payments.js,58,TypeError,"Cannot read properties of undefined (reading 'substring')","src/services/payments.js:58","Selma:74|Anton:18|Maya:8","92a3b4c:assume token exists@Selma;a3b4c5d:add token prefix logic@Anton;b4c5d6e:refactor validator@Maya","Crash Reason: TypeError calling substring on undefined token."
257c13de-1c33-4e3f-9011-2b3c4d5e6f60,2026-02-07T10:58:27Z,ichack26/api_app,src/routes/Incident.js,33,Error,"Unsupported content type","src/routes/Incident.js:33","Eli:58|Naomi:27|Zed:15","c5d6e7f:accept json only@Eli;d6e7f80:reject text body@Naomi;e7f8091:update tests@Zed","Crash Reason: Incident endpoint received unsupported content type."
368d24ef-2d44-4f50-a122-3c4d5e6f7081,2026-02-07T13:12:06Z,ichack26/broken_app,src/routes/GitHub.js,63,Error,"Bad credentials","src/routes/GitHub.js:63","Rosa:63|Khalid:22|Inez:15","f8091a2:add auth header@Rosa;091a2b3:env var token read@Khalid;1a2b3c4:log gh auth failures@Inez","Crash Reason: GitHub API authentication failed due to bad credentials."
479e3500-3e55-4051-b233-4d5e6f708192,2026-02-08T08:17:35Z,ichack26/broken_app,src/routes/api.js,70,TypeError,"Cannot read properties of undefined (reading 'params')","src/routes/api.js:70","Bruno:55|Ariana:30|Joon:15","2b3c4d5:add params parsing@Bruno;3c4d5e6:guard missing params@Ariana;4d5e6f7:refactor router@Joon","Crash Reason: TypeError reading 'params' at src/routes/api.js:70."
58af4611-4f66-4162-c344-5e6f708192a3,2026-02-08T10:42:18Z,ichack26/broken_app,src/services/GitHubService.js,12,Error,"Missing GITHUB_TOKEN","src/services/GitHubService.js:12","Hector:60|Yasmin:25|Tobin:15","5e6f708:add token config check@Hector;6f70819:improve env docs@Yasmin;708192a:add startup validation@Tobin","Crash Reason: GitHub token not configured."
69b05722-5061-4273-d455-6f708192a3b4,2026-02-08T12:09:09Z,ichack26/api_app,src/services/SlackService.js,19,Error,"Payload too large","src/services/SlackService.js:19","Cora:49|Darius:31|Nell:20","8192a3b:truncate slack text@Cora;92a3b4c:limit commit list@Darius;a3b4c5d:add summary caps@Nell","Crash Reason: Slack payload exceeded size limits."
7ac16833-6172-4384-e566-708192a3b4c5,2026-02-09T08:05:44Z,ichack26/broken_app,src/routes/chat.js,47,TypeError,"Cannot read properties of undefined (reading 'role')","src/routes/chat.js:47","Zain:65|Mila:20|Poppy:15","b4c5d6e:add role validation@Zain;c5d6e7f:default missing role@Mila;d6e7f80:refactor chat payload@Poppy","Crash Reason: TypeError reading 'role' in chat handler."
8bd27944-7283-4495-f677-8192a3b4c5d6,2026-02-09T09:39:02Z,ichack26/broken_app,src/routes/GitHub.js,74,Error,"Path not found in repo","src/routes/GitHub.js:74","Talia:58|Jasper:27|Ren:15","e7f8091:validate path input@Talia;f8091a2:normalize windows slashes@Jasper;091a2b3:add not found message@Ren","Crash Reason: GitHub path query failed because path does not exist."
9ce38a55-8394-45a6-0788-92a3b4c5d6e7,2026-02-09T11:13:26Z,ichack26/broken_app,src/middleware/Logs.js,52,Error,"Log sink unavailable","src/middleware/Logs.js:52","Alden:45|Mirae:35|Svet:20","1a2b3c4:add remote log sink@Alden;2b3c4d5:retry log flush@Mirae;3c4d5e6:degrade to console@Svet","Crash Reason: Logger sink unavailable during request."
aef49b66-9495-46b7-1899-a3b4c5d6e7f8,2026-02-10T08:28:01Z,ichack26/broken_app,src/routes/api.js,83,Error,"Invalid JSON body","src/routes/api.js:83","Nadia:70|Colin:20|Vera:10","4d5e6f7:add json parse guard@Nadia;5e6f708:better error message@Colin;6f70819:add tests@Vera","Crash Reason: Request body failed JSON validation."
bf05ac77-a5a6-47c8-29aa-b4c5d6e7f809,2026-02-10T10:02:47Z,ichack26/broken_app,src/services/payments.js,66,Error,"Currency not supported","src/services/payments.js:66","Ishan:55|Margo:30|Pete:15","708192a:add currency whitelist@Ishan;8192a3b:update supported list@Margo;92a3b4c:add tests for currency@Pete","Crash Reason: Unsupported currency in payments validation."
c016bd88-b6b7-48d9-3abb-c5d6e7f8091a,2026-02-10T12:44:38Z,ichack26/api_app,src/routes/Incident.js,49,Error,"Signature check failed","src/routes/Incident.js:49","Wen:60|Ralph:25|Aya:15","a3b4c5d:add request signature@Wen;b4c5d6e:reject invalid sig@Ralph;c5d6e7f:log signature mismatch@Aya","Crash Reason: Incident request signature validation failed."
d027ce99-c7c8-49ea-4bcc-d6e7f8091a2b,2026-02-11T08:09:22Z,ichack26/broken_app,src/routes/chat.js,58,Error,"Model timeout","src/routes/chat.js:58","Sumi:52|Gabe:33|Lina:15","d6e7f80:add timeout wrapper@Sumi;e7f8091:reduce max tokens@Gabe;f8091a2:add retry once@Lina","Crash Reason: Model call timed out."
e138dfaa-d8d9-4afb-5cdd-e7f8091a2b3c,2026-02-11T09:52:03Z,ichack26/broken_app,src/routes/GitHub.js,88,Error,"Unexpected GitHub response schema","src/routes/GitHub.js:88","Oksana:63|Rio:22|Tess:15","091a2b3:handle schema variants@Oksana;1a2b3c4:add defensive parsing@Rio;2b3c4d5:log raw response@Tess","Crash Reason: GitHub response schema did not match expected fields."
76528eb7-ace1-44d9-b497-ae7560d78498,2026-02-01T11:17:48.292Z,ichack26/broken_app,src/routes/api.js,17,TypeError,Cannot read properties of undefined (reading 'id'),src/routes/api.js:17:22,,62cba26:Add app_name to incident reporting payload@Roni K;dd98df9:Rename 'stack' to 'stacktrace' in incident report@Roni K;826b6d0:Update incident reporting API endpoint@Roni K;7f2b6c6:Set-up@rii25;7f2b6c6:Set-up@rii25;7f2b6c6:Set-up@rii25,"The root cause of the incident is that the code is trying to access a property ('id') of an undefined object, likely due to a missing or invalid data in the request."
